person_id,emissionClass,vTypeId
540142,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540171,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
540172,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540173,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
540174,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540183,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540185,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540195,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540196,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540197,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540198,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540242,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540243,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540252,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
540413,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
540445,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540447,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540454,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540455,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540466,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
540475,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540476,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540477,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540490,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540517,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540518,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540519,HBEFA4/PC_PHEV_petrol_Euro-6ab_(P),vt_hbefa4_PC_PHEV_petrol_Euro_6ab_P
540544,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540545,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540559,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540560,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540585,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540586,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540599,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
5406,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540600,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
540601,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
540636,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540675,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540676,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540677,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
540684,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
540687,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540688,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
540703,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540734,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540735,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
54075,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540754,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540755,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
54076,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
540789,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540801,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
540802,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
540803,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
5413,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
54206,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
5451,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5452,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
5453,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
5454,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
54615,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
54861,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55027,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
55029,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
55031,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
55035,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
55073,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
55195,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
55197,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
55218,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5530,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
55302,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
5548,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
554905,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
554931,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
554934,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
554948,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
554950,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
554976,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
554977,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
554978,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555059,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555062,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555063,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555080,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
555114,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55514,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
55517,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555226,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555237,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555294,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
55530,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
555303,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555304,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555327,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555395,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555396,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555431,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555432,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555434,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555437,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555467,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555471,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555472,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555500,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555502,HBEFA4/PC_BEV,vt_hbefa4_PC_BEV
555504,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
555537,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555538,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
555540,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555542,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
555544,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555562,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555563,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555564,HBEFA4/PC_PHEV_petrol_Euro-6ab_(P),vt_hbefa4_PC_PHEV_petrol_Euro_6ab_P
555598,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555607,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
555628,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555704,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555705,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555736,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555737,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555764,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555766,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555767,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
555807,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555818,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555833,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
555834,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555845,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555860,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555862,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555883,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
555899,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
555904,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555916,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555917,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
555925,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
555926,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
555955,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
555962,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556047,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556153,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556156,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556186,HBEFA4/PC_diesel_Euro-1,vt_hbefa4_PC_diesel_Euro_1
556187,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556200,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556201,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556204,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556228,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
556229,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
556340,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556346,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
556347,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556352,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556353,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556395,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556397,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556400,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556411,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
556413,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556431,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556473,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556480,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556481,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556483,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556500,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556501,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
556502,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556600,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
556617,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556618,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556619,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
556622,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556623,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556625,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556643,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556698,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556703,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
556705,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
556706,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556740,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556767,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556768,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556795,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
556809,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556830,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556832,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556833,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556834,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556840,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556849,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
556850,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556851,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556874,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
556929,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
556930,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
556964,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
557066,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
557067,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
557069,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55802,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55803,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55804,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
55833,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
55834,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
55839,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
55864,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5603,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
56031,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
56073,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
56111,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5617,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
5620,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5623,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
56400,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
56401,HBEFA4/PC_diesel_Euro-1,vt_hbefa4_PC_diesel_Euro_1
56405,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
56406,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
56407,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
56483,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5661,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
5663,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
5664,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
56931,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
56932,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
56933,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5700,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
57064,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
57065,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
5716,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
5717,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
5723,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
57264,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573301,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573302,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573326,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573327,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573339,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573349,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573350,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573364,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
573365,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
573366,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573367,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573409,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573410,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573465,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
573466,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573488,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573489,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
573497,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
573506,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573508,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
573511,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573543,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573544,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573568,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573569,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573602,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
573604,HBEFA4/PC_diesel_Euro-2,vt_hbefa4_PC_diesel_Euro_2
573612,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573623,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573625,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
57363,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
57364,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573681,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573744,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573788,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573794,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573820,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573822,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
573835,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573836,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573842,HBEFA4/PC_diesel_Euro-1,vt_hbefa4_PC_diesel_Euro_1
573847,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
573848,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573861,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573893,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
573895,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573952,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573981,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
573982,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
574079,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
574080,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
574130,HBEFA4/PC_petrol_Euro-4,vt_hbefa4_PC_petrol_Euro_4
574131,HBEFA4/PC_petrol_Euro-3,vt_hbefa4_PC_petrol_Euro_3
574134,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
574135,HBEFA4/PC_diesel_Euro-3,vt_hbefa4_PC_diesel_Euro_3
574182,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
574185,HBEFA4/PC_petrol_Euro-6ab,vt_hbefa4_PC_petrol_Euro_6ab
574192,HBEFA4/PC_diesel_Euro-6ab,vt_hbefa4_PC_diesel_Euro_6ab
574214,HBEFA4/PC_diesel_Euro-4,vt_hbefa4_PC_diesel_Euro_4
574225,HBEFA4/PC_petrol_Euro-1,vt_hbefa4_PC_petrol_Euro_1
